,Rating,Comment
812,4,Budget in Samsung
813,3,Such a great phone I have ever used
814,5,Super
815,5,Super
816,3,Super
817,3,Super
818,5,"Budget friendly
Battery good performance"
819,4,Just awesome in this price segment
820,5,Super Mobile 📲📲📲
821,4,Super
822,5,Supper ❤️👍
823,5,Gud product in this price range
824,5,Quality product by Samsung thanks Flipkart
825,4,Gud fone
826,5,Super
827,4,Just waste of money don't buy Samsung phones
828,4,Superb product 🥰🥰🥰🥰🥰🥰😘😘
829,5,"Super se bhi uper
Very nice"
830,5,Superb
831,4,Superb
832,4,Supar
833,5,Super
834,5,Super Phone
835,4,Super mobile phone 📱👌👍
836,5,Superb good products by Samsung in this price. Thanks flipkart.
837,4,Superb quality and phone is smothely run.
838,4,Superb mobile
839,5,Super
840,5,Super ❤️
841,4,Super mobile under budget
842,4,Superb phone
843,5,Super brand
844,5,Super
845,3,Super mobile
846,5,Supereb phone in price range
847,5,Super
848,5,Super exhausted
849,4,Just ok
850,5,Super quality . Nice. Am so happy
851,4,Gud
852,5,Superb
853,5,Super
854,5,Superb product
855,3,Budget mobile with good specifications.
856,5,Super nice prodect and fasted de delivery👍
857,5,Superb Product & Thanks to Flipkart for Superfast delivery
858,5,Super 👌
859,3,Super looking
860,4,Super
861,5,Super all is best mobile
862,5,Sup
863,5,Super backup
864,5,Super phone
865,3,Quite good in such budget
866,5,Super
867,4,Super
868,5,Super..
869,5,Super
870,5,Super mobile
871,5,Super nice
872,5,Super
873,5,"Superb mobile. You got everything in this mobile, with low cost. Be Indian buy Indian. Reviewing after 01 month of use. I have M31 and this phone. In some aspect it is better than m 31. Like battery back up, superb, camera superb, though it has 4 gb ram, but very smooth. Go for it, without any thought"
874,3,Super
875,3,Super
876,3,"Super phone
I bought it for my mom she likes it very much"
877,5,Super quality phone in best price.
878,5,Cute
879,5,Super
880,4,Super
881,3,full hanging vamera quality is very low cant use this mobile full hanging
882,5,Super
883,4,Just ok
884,5,Super
885,5,Supar camera
886,5,Super
887,4,Super
888,5,"Functionality and processing is not at all good.
Biometric is not scanning properly.
More Weight. Very slow charging.
My point of view waste to buy this mobile.

Fast charging should be there.
It is very slow. Am unhappy with this mobile"
889,4,"Build quality is very good, overall 10 out of 10"
890,4,Super
891,4,Superb
892,5,Super phone... Buy it
893,3,Super
894,4,Sumsung mobile phone is best phone
895,5,"Just ok.. normally using product
Not good Performance no new features .. only high wight 210gm...my god"
896,4,Super amazing
897,5,Super 👌 Phone weight only drawback.
898,5,"Super 🤟
Nice pic
Mast"
899,4,Super
900,4,Just aewsome !!...
901,4,Superb quality and delivery
902,5,Super
903,4,Quality wise very good
904,5,Super thank you flipcart
905,5,Super
906,4,Super product 👍👍👍👍
907,3,Super
908,3,Super 👌good mobile
909,3,Super
910,4,Super
911,5,Just osm
912,5,Super
913,3,Super
914,3,Super
915,5,Outstanding Mobile.
916,4,Super mobile
917,5,Super
918,4,"Bulky, Average display, Poor camera"
919,3,Superb amazing product ☺️
920,5,Super
921,5,Superb....
922,5,Just like good
923,5,Super ❣️
924,4,Supb phone i love it😍💓💖 💞
925,3,Gud
926,5,Must buy
927,4,Super quality
928,5,Super
929,5,Gud phone
930,4,super
931,5,Superb
932,5,Butifull
933,5,Superb Product in Awesome price
934,3,Super price
935,5,Super
936,5,"Superb for a Average guy.
Cool camera
Smart calculator
Fingerprint sensor is worked quick.
Face Lock is so good.
Overall Ratings is 5/5
⭐⭐⭐⭐⭐"
937,5,Super mobile but Delivery exquisite was so bad
938,4,Burst mobile and delivery time also poor
939,4,Quality is not satisfactory after one month usage power button not working ; after 02 months of usage finger sensor not working
940,5,supar very nice
941,5,Superb 💯❤💖
942,4,Super mobile at this price range
943,5,Superb
944,4,Super
945,4,Budget phone
946,3,Super mobile
947,5,Just Awesome mobile
948,5,Superfasr delivery awesome phone ...value for money
949,3,Super
950,5,Just wow
951,5,Super 👍👍
952,5,Super
953,5,Super
954,3,Superior quality
955,5,Super mobile
956,4,Super phone I love iy
957,5,"Quite Heavy and Bulky, not a slim phone"
958,5,Superb
959,5,Super
960,4,Supar phone
961,5,Budget friendly product
962,5,Supar
963,5,budget phone
964,4,Super nice
965,5,Super product. Worth for your money. I recommend to buy.
966,5,Superb product
967,5,Must buy..gteat product
968,4,"Super budget brand mobile,,battery awesome and ,,non Chinese phone"
969,5,Super
970,5,Quality ok
971,5,Super
972,3,Super
973,3,Superb thanks a lots flipkart🙏🙏🙏🙏🙏🥰🥰🥰🥰🥰🥰🥰🥰🥰❤❤❤❤❤❤❤❤❤❤❤❤❤lovely mobile
974,4,Just Awesome Mobile Phone
975,5,Super
976,5,Superb phone
977,4,Must buy best for gaming also
978,4,Super
979,3,Superb product
980,5,Just go 4 it
981,3,Superb
982,4,Superb
983,5,Super 👌 👍
984,5,Super
985,5,Super & smart good battery
986,5,Superb phone everyone purchase good battery backup and smooth
987,5,Outstanding phone
988,5,Fullfilled what I expect ...I was gifted this to my dad he was so happy 😊...thank you Flipkart 🤩
989,5,Super smart
990,3,Full Charge 6 to 7 Hours
991,5,Super
992,5,Super phone
993,5,"Just okey, nothing extraordinary."
994,4,Super
995,5,super phone...
996,5,Outstanding cellphone in this price range. Moreover Samsung is more trustworthy brand than others. U can buy it. Nice.✔️✔️✔️✔️✔️
997,4,Super phone thanx flipcart for this product
998,5,Super
999,4,Super cute 😁
1000,5,Supar
1001,4,"Guys don't purchase the handset I have purchased 2 months ago and the phone is getting bend slowly..

It's some manufacturers fault..M12 model also same issue"
1002,5,Superb device just go for it
1003,3,Superb phone 🥺🥺❤️
1004,4,Sum network issue. But overall phone is good
1005,5,Super
1006,3,functions are good and running smoothly
1007,4,Superb mobile under price range..
1008,4,Super mobile
1009,5,Super
1010,5,Super
1011,5,Supper
1012,4,Gud product
1013,5,Super wow
1014,5,Just below averaged product.
1015,5,Superrr
1016,5,Super mobile very impressed
1017,5,Super mobile useful
1018,4,Superb
1019,3,Super Phone 😚😘🥳👊.I liked it. 👍
1020,5,Superb
1021,5,Supar
1022,3,"Purchased the Product with in a month, screen broken from small height, less sensitive mobile, no battery backup within one whole battery discharged with out using Internet connection."
1023,5,Super mobile
1024,5,Super
1025,5,Super phone
1026,5,Gud
1027,5,Budget phone if you are using for official purpose.
1028,5,Super
1029,4,Super
1030,4,Superb...
1031,3,"Super
Flipkart fast delivery
Thanks"
1032,5,Superb quality
1033,5,Just good for day to day use
1034,5,Supper
1035,5,Super. 👌🆗️
1036,5,Gud
1037,4,Just ok
1038,5,Super
1039,3,Just good
1040,4,Super
1041,3,Super
1042,5,"Such a nice phone. Clearity and connectivity is awesome. My favourite brand SAMSUNG. Now in my hand.
Heartful Thanks to FLIPKART."
1043,4,Super
1044,3,Outstanding
1045,3,Super battery and smart phone 📱👌
1046,5,Superb
1047,4,Supper
1048,3,Just okay 👍
1049,3,super
1050,5,Just awesome
1051,5,Super pic
1052,4,Super
1053,5,super phone
1054,3,Super
1055,5,Just awesome 😁
1056,5,Super mobile
1057,5,Must try phone if you are looking for long battery life and smooth surface make its best experience. it's was my the best purchased for Flipkart.
1058,5,Super looking so awesome beautiful display is awesome battery backup so good thank you for Flipkart
1059,3,Superrrrrr
1060,5,Must buy
1061,5,Just go for it
1062,5,Super
1063,5,Super nice
1064,4,Super phone
1065,5,Supar mobail
1066,5,Quality is very chip
1067,3,Super
1068,5,"Superb Products , I love Samsung product ❤️❤️❤️"
1069,4,Super
1070,5,Super
1071,5,Super
1072,5,Super
1073,3,Superb
1074,4,Buy it @ 9500 in offer. Previously used F41 since one year. Best thing about F12 is its battery and worst thing about it it's body. Overall would like to give 4 star. Good choice to mobile under 10k. It built with nice camera. Finally brand is more important than all other aspects that's why go with it and enjoy it.
1075,3,Super mobile.battery back up is excellent. Very good delivery services.
1076,5,Super phone
1077,4,Super low prices locking and bettry
1078,5,Super
1079,5,Just Lacking Continuous Language Changes In Samsung KeyBoard . Improve It
1080,5,"Super, if you want a Non Chinese smart phone definitely it's a better choice. Highly recommended smart phone about budget segment.
I buy this phone 9.5k price range"
1081,3,Gud
1082,4,Super at this price.
1083,5,Super sir
1084,3,"Such a fantastic phone
Thank you samsung for giving so much in low price"
1085,5,Super phone
1086,4,Super camera and bettery backup
1087,3,Super hit ... phone
1088,5,Super
1089,4,Super
1090,3,Super
1091,5,Suddenly switch of
1092,4,Budget mobile very good
1093,5,"Quick charging.
Super battery power management.
Great price."
1094,4,supprb
1095,4,Super
1096,5,Just good
1097,4,"Such a very bad service,

I buy this product, but dead phone deviled by flipkart. After 25 days phone yet not resolve.
I suggest every one to avoid Flipkart. Much better option are available in market.

Shivraj singh"
1098,5,super
1099,4,budget phone
1100,4,Superbb product
1101,5,Super
1102,5,Super good product
1103,4,Super 👌
1104,5,Just ok
1105,5,Supar is mold display supar parpomanc
1106,5,Super
1107,5,Just go for it without second thought. Best in class.
1108,5,Supar
1109,5,Super product
1110,5,Outstanding in this price range...
1111,5,"Superb quality
Nice product"
1112,4,Superb
1113,4,Super product
1114,4,Superb phone
1115,3,Super
1116,4,Superb product
1117,5,"Must buy another level of gaming, camera is decent, 10/9 score"
1118,3,"Due to 6000mAh battery, the phone is very heavy."
1119,5,Budget choice ..
1120,5,Super
1121,5,Just ok
1122,5,Just ok
1123,3,Just ok
1124,5,Super
1125,4,Super phone and it's features....
1126,4,Superb
1127,5,Gud
1128,4,Super battery power
1129,3,Super
1130,4,Just ossaam
1131,5,Super
1132,4,Super mobile
1133,3,Super very nice mobile & Flipkart good service
1134,4,Just good to do normal work
1135,4,Super
1136,5,Superiorly Value for Money 💰
1137,5,Super hi
1138,5,Just wow... Performance is superb
1139,4,Much better
1140,5,Outstanding
1141,5,Superb phone...
1142,5,Super
1143,3,Super
1144,5,must buy phone
1145,3,Budget phone
1146,4,Super
1147,5,Super
1148,4,Suprb
1149,3,Super quality
1150,5,Super phone
1151,5,Just ok.
1152,4,Superb ❤️🦋
1153,5,Super
1154,5,Super product
